target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1	provenance_1	choose	settings_1	types_1	types_in	types_added	requests
opp_aat	p1-merge-by-time	P0-1	value	不一致	不一致	2 回の実行で同じ	ok	"{""sequence"": [[""trade"", 1700179200000000000], [""trade"", 1700438400000000000]]}"	ok	"{""sequence"": [[""trade"", 1700179200000000000], [""trade"", 1700438400000000000]]}"	"{""sequence"": [[""book_delta"", 1700092800000000000], [""trade"", 1700179200000000000], [""trade"", 1700265600000000000], [""book_delta"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 ['trade', 'book_delta'] → この場面の型 {'A': 'trade', 'B': 'book_delta', 'C': 'trade'}。3 つの入力を 3 つの取引所(SceneExchange)にし、渡す順に --exchanges に並べた。約定は TRADE、板の差分は OPEN(板に入る注文)。戦略が受けた (型, 時刻) の順(道具は取引所の tick を aiostream の merge で 1 本にする)	"{""carriers"": [{""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""TRADE"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}, {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""TRADE"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}]}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	"[{""at"": ""aat/config/parser.py:103"", ""decided_from"": [""場面の入力"", ""選ぶ値""], ""fn"": ""aat.config.parser.parseConfig"", ""what"": ""parseConfig(--trading_type backtest, --strategies 場面の戦略, --exchanges 入力ごとに 1 つ × 3)"", ""when"": ""開始前""}, {""at"": ""aat/engine/engine.py:120"", ""decided_from"": [""場面の入力""], ""fn"": ""aat.engine.engine.TradingEngine"", ""what"": ""TradingEngine(**config)"", ""when"": ""開始前""}]"	"{""A"": ""trade"", ""B"": ""book_delta"", ""C"": ""trade""}"	"[""約定""]"	[]	null
opp_aat	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700092800000000000, 1700179200000000000, 1700265600000000000, 1700352000000000000, 1700438400000000000], ""raw"": {""sequence"": [[""data"", 1700092800000000000], [""data"", 1700179200000000000], [""data"", 1700265600000000000], [""data"", 1700352000000000000], [""data"", 1700438400000000000]]}}"	ok	"{""observed_ts_ns"": [1700092800000000000, 1700179200000000000, 1700265600000000000, 1700352000000000000, 1700438400000000000], ""raw"": {""sequence"": [[""data"", 1700092800000000000], [""data"", 1700179200000000000], [""data"", 1700265600000000000], [""data"", 1700352000000000000], [""data"", 1700438400000000000]]}}"	"{""observed_ts_ns"": [1700092800000000000, 1700179200000000000, 1700265600000000000, 1700352000000000000, 1700438400000000000]}"	足の型が無いので足を DATA の事象(道具の型の無い Data)として 1 つの取引所から流し、onData の各回に (道具の型 data, 事象の時刻)(この場面は型を採点しない)	"{""carriers"": [{""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""DATA"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}, {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""DATA"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}, {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""DATA"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}, {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""DATA"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}, {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""DATA"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}]}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	"[{""at"": ""aat/config/parser.py:103"", ""decided_from"": [""場面の入力"", ""選ぶ値""], ""fn"": ""aat.config.parser.parseConfig"", ""what"": ""parseConfig(--trading_type backtest, --strategies 場面の戦略, --exchanges 入力ごとに 1 つ × 1)"", ""when"": ""開始前""}, {""at"": ""aat/engine/engine.py:120"", ""decided_from"": [""場面の入力""], ""fn"": ""aat.engine.engine.TradingEngine"", ""what"": ""TradingEngine(**config)"", ""when"": ""開始前""}]"	null	[]	"[""data""]"	null
opp_aat	p1-typed-events	P0-1	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""trade"", 1700092800000000000], [""book_delta"", 1700179200000000000]]}"	ok	"{""sequence"": [[""trade"", 1700092800000000000], [""book_delta"", 1700179200000000000]]}"	"{""sequence"": [[""trade"", 1700092800000000000], [""book_delta"", 1700179200000000000]]}"	型の選び方(runner、第 r8-1 回): 設定つき対象の持つ型 ['trade', 'book_delta'] → この場面の型 ['trade', 'book_delta']。約定は TRADE(Trade)、板の差分は OPEN(板に入る注文)で 1 つの取引所から流し、戦略が受けた道具の型と時刻	"{""carriers"": [{""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""TRADE"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}, {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""OPEN"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}]}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	"[{""at"": ""aat/config/parser.py:103"", ""decided_from"": [""場面の入力"", ""選ぶ値""], ""fn"": ""aat.config.parser.parseConfig"", ""what"": ""parseConfig(--trading_type backtest, --strategies 場面の戦略, --exchanges 入力ごとに 1 つ × 1)"", ""when"": ""開始前""}, {""at"": ""aat/engine/engine.py:120"", ""decided_from"": [""場面の入力""], ""fn"": ""aat.engine.engine.TradingEngine"", ""what"": ""TradingEngine(**config)"", ""when"": ""開始前""}]"	"[""trade"", ""book_delta""]"	"[""約定"", ""板の差分""]"	[]	null
opp_aat	p2-iso-utc	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	1704067200123456000	ok	1704067200123456000	1704067200123456789	道具の CSV の取引所(CSV.connect、datetime の欄を datetime.fromisoformat で読む)に ISO の文字列を 1 行書き、tick が出した最初の事象の時刻 datetime.datetime(2024, 1, 1, 0, 0, 0, 123456, tzinfo=datetime.timezone.utc)	"{""reader"": ""aat.exchange.generic.csv.CSV.connect""}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	[]	null	[]	[]	null
opp_aat	p2-iso-offset	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	1704067200123456000	ok	1704067200123456000	1704067200123456789	道具の CSV の取引所(CSV.connect、datetime の欄を datetime.fromisoformat で読む)に ISO の文字列を 1 行書き、tick が出した最初の事象の時刻 datetime.datetime(2024, 1, 1, 9, 0, 0, 123456, tzinfo=datetime.timezone(datetime.timedelta(seconds=32400)))	"{""reader"": ""aat.exchange.generic.csv.CSV.connect""}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	[]	null	[]	[]	null
opp_aat	p2-event-time-exact	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400123456000]}"	ok	"{""observed_ts_ns"": [1700006400123456000]}"	"{""observed_ts_ns"": [1700006400123456789]}"	約定を TRADE で流し、onTrade の event.target.timestamp(datetime、マイクロ秒まで)を ns に	"{""carriers"": [{""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""TRADE"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}]}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	"[{""at"": ""aat/config/parser.py:103"", ""decided_from"": [""場面の入力"", ""選ぶ値""], ""fn"": ""aat.config.parser.parseConfig"", ""what"": ""parseConfig(--trading_type backtest, --strategies 場面の戦略, --exchanges 入力ごとに 1 つ × 1)"", ""when"": ""開始前""}, {""at"": ""aat/engine/engine.py:120"", ""decided_from"": [""場面の入力""], ""fn"": ""aat.engine.engine.TradingEngine"", ""what"": ""TradingEngine(**config)"", ""when"": ""開始前""}]"	null	[]	[]	null
opp_aat	p2-one-ns-apart	P0-2	capability	不一致	不一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000000]}"	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000000]}"	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	約定を TRADE で流し、onTrade の event.target.timestamp(datetime、マイクロ秒まで)を ns に	"{""carriers"": [{""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""TRADE"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}, {""held_by"": null, ""native_by"": null, ""native_how"": null, ""passed_by"": [""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/engine/engine.py"", ""/usr/lib/python3.11/asyncio/base_events.py"", ""/usr/lib/python3.11/asyncio/events.py""], ""reached_by"": null, ""read_in_call_by"": null, ""read_in_user_loop"": null, ""returned_by"": null, ""tag"": {""name"": ""TRADE"", ""type"": ""aat.config.enums.EventType"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/config/enums.py""}, ""type"": ""aat.core.data.event.Event"", ""type_file"": ""/tmp/claude-0/-home-user-trade/17c10364-8019-48da-af27-038caa7b187a/scratchpad/bt/venvs/item_0/_dl/c65/aat/core/data/event.py""}]}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	"[{""at"": ""aat/config/parser.py:103"", ""decided_from"": [""場面の入力"", ""選ぶ値""], ""fn"": ""aat.config.parser.parseConfig"", ""what"": ""parseConfig(--trading_type backtest, --strategies 場面の戦略, --exchanges 入力ごとに 1 つ × 1)"", ""when"": ""開始前""}, {""at"": ""aat/engine/engine.py:120"", ""decided_from"": [""場面の入力""], ""fn"": ""aat.engine.engine.TradingEngine"", ""what"": ""TradingEngine(**config)"", ""when"": ""開始前""}]"	null	[]	[]	null
opp_aat	p2-s-text	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	"{""int64_ns"": 1704067200123457000, ""raw"": {""ns"": 1704067200123457000}}"	ok	"{""int64_ns"": 1704067200123457000, ""raw"": {""ns"": 1704067200123457000}}"	"{""int64_ns"": 1704067200123456789}"	道具の CSV の取引所(CSV.connect、time の欄を datetime.fromtimestamp(float(…)) で読む。地方時の tz 無し、この環境の地方時 ('UTC', 'UTC')) に '1704067200.123456789'(単位 s)を渡し、道具が作った時刻 datetime.datetime(2024, 1, 1, 0, 0, 0, 123457) を int ナノ秒に読んだ	"{""reader"": ""aat.exchange.generic.csv.CSV.connect""}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	[]	null	[]	[]	null
opp_aat	p2-s-text-subns	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	"{""int64_ns"": 1704067200123457000, ""raw"": {""ns"": 1704067200123457000}}"	ok	"{""int64_ns"": 1704067200123457000, ""raw"": {""ns"": 1704067200123457000}}"	"{""int64_ns"": ""無い(入力が持つ値にナノ秒より細かい端数がある。どの整数も入力と違う時刻)""}"	道具の CSV の取引所(CSV.connect、time の欄を datetime.fromtimestamp(float(…)) で読む。地方時の tz 無し、この環境の地方時 ('UTC', 'UTC')) に '1704067200.1234567891'(単位 s)を渡し、道具が作った時刻 datetime.datetime(2024, 1, 1, 0, 0, 0, 123457) を int ナノ秒に読んだ	"{""reader"": ""aat.exchange.generic.csv.CSV.connect""}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	[]	null	[]	[]	null
opp_aat	p2-s-int	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""int64_ns"": 1704067200000000000, ""raw"": {""ns"": 1704067200000000000}}"	ok	"{""int64_ns"": 1704067200000000000, ""raw"": {""ns"": 1704067200000000000}}"	"{""int64_ns"": 1704067200000000000}"	道具の CSV の取引所(CSV.connect、time の欄を datetime.fromtimestamp(float(…)) で読む。地方時の tz 無し、この環境の地方時 ('UTC', 'UTC')) に 1704067200(単位 s)を渡し、道具が作った時刻 datetime.datetime(2024, 1, 1, 0, 0) を int ナノ秒に読んだ	"{""reader"": ""aat.exchange.generic.csv.CSV.connect""}"	"{""exchange"": ""利用者の Exchange(aat の口)を入力 1 つに 1 つ"", ""trading_type"": ""backtest""}"	[]	null	[]	[]	null
