target	scene_id	viewpoint	kind	correctness	correctness_run2	reproducibility	status_1	output_1	status_2	output_2	expected	detail_1
opp_gobacktest	p1-merge-by-time	P0-1	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000], [""funding"", 1700265600000000000], [""bar"", 1700352000000000000], [""trade"", 1700438400000000000]]}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、約定と資金調達 を渡す口が無い(入力も Data の 1 本の流れ)
opp_gobacktest	p1-one-call-per-event	P0-1	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""bar"", 1700179200000000000], [""bar"", 1700265600000000000], [""bar"", 1700352000000000000], [""bar"", 1700438400000000000]]}"	足を Bar にして Data.SetStream、OnData の各回に (事象の型, Time().UnixNano())
opp_gobacktest	p1-typed-events	P0-1	capability	不一致	不一致	2 回の実行で同じ	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""tick"", 1700179200000000000]]}"	ok	"{""sequence"": [[""bar"", 1700092800000000000], [""tick"", 1700179200000000000]]}"	"{""sequence"": [[""bar"", 1700092800000000000], [""trade"", 1700179200000000000]]}"	足は Bar、約定は約定の型が無いので Tick(買い気配 = 売り気配 = 約定の値)で渡し、OnData が受けた型と時刻
opp_gobacktest	p2-iso-utc	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	null	ok	null	1704067200123456789	"道具の CSV の読み込み(data.BarEventFromCSVFile、data/data-csv.go は Date を time.Parse(""2006-01-02"") で読む)に ISO の日付を 1 行書いて Load。読めた行の時刻 []、Load の誤り ''(読めない行は誤りを返さずに捨てる)"
opp_gobacktest	p2-iso-offset	P0-2	value	不一致	不一致	2 回の実行で同じ	ok	null	ok	null	1704067200123456789	"道具の CSV の読み込み(data.BarEventFromCSVFile、data/data-csv.go は Date を time.Parse(""2006-01-02"") で読む)に ISO の日付を 1 行書いて Load。読めた行の時刻 []、Load の誤り ''(読めない行は誤りを返さずに捨てる)"
opp_gobacktest	p2-event-time-exact	P0-2	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400123456789]}"	ok	"{""observed_ts_ns"": [1700006400123456789]}"	"{""observed_ts_ns"": [1700006400123456789]}"	Bar の時刻(time.Time)で渡し、OnData の event.Time().UnixNano()
opp_gobacktest	p2-one-ns-apart	P0-2	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	ok	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	"{""observed_ts_ns"": [1700006400000000000, 1700006400000000001]}"	Bar の時刻(time.Time)で渡し、OnData の event.Time().UnixNano()
opp_gobacktest	p3-trade	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012345.0, ""qty"": 0.01, ""side"": ""buy""}, ""sequence"": [[""trade"", 1700092800000000000]]}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、trade を渡す口が無い
opp_gobacktest	p3-book_snapshot	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""asks"": [[5012500.0, 0.4], [5013000.0, 2.0]], ""bids"": [[5012000.0, 0.5], [5011000.0, 1.0]]}, ""sequence"": [[""book_snapshot"", 1700092800000000000]]}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、book_snapshot を渡す口が無い
opp_gobacktest	p3-book_delta	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 5012000.0, ""qty"": 0.3, ""side"": ""bid""}, ""sequence"": [[""book_delta"", 1700092800000000000]]}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、book_delta を渡す口が無い
opp_gobacktest	p3-bar	P0-3	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	ok	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	"{""fields"": {""close"": 100.5, ""high"": 101.0, ""low"": 99.0, ""open"": 100.0, ""volume"": 12.0}, ""sequence"": [[""bar"", 1700092800000000000]]}"	足 1 本を Bar で渡した。OnData が受けた Bar の型・時刻と欄(Open / High / Low / Close / Volume。Volume は int64)
opp_gobacktest	p3-funding	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""rate"": 0.0001}, ""sequence"": [[""funding"", 1700092800000000000]]}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、funding を渡す口が無い
opp_gobacktest	p3-liquidation	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fields"": {""price"": 4990000.0, ""qty"": 0.2, ""side"": ""sell""}, ""sequence"": [[""liquidation"", 1700092800000000000]]}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、liquidation を渡す口が無い
opp_gobacktest	p3-mixed-one-run	P0-3	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""sequence"": [[""trade"", 1700092800000000000], [""book_snapshot"", 1700179200000000000], [""book_delta"", 1700265600000000000], [""bar"", 1700352000000000000], [""funding"", 1700438400000000000], [""liquidation"", 1700524800000000000]]}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、約定・板の写真・板の差分・資金調達・清算 を渡す口が無い
opp_gobacktest	p3-clock-timer	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""clock_calls_ns"": [1700352000000000000]}"	戦略を頼んだ時刻に呼ぶ口が無い(OnData はデータの事象ごとだけ)
opp_gobacktest	p3-notice-accepted	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""accepted""]}"	注文の受付・拒否・約定を戦略に知らせる口が無い(約定は Exchange -> Portfolio.OnFill に渡り、StrategyHandler に知らせの口が無い)
opp_gobacktest	p3-notice-rejected	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""notices"": [""rejected""]}"	注文の受付・拒否・約定を戦略に知らせる口が無い(約定は Exchange -> Portfolio.OnFill に渡り、StrategyHandler に知らせの口が無い)
opp_gobacktest	p3-notice-filled	P0-3	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""filled_qty_in_notices"": 1.0}"	注文の受付・拒否・約定を戦略に知らせる口が無い(約定は Exchange -> Portfolio.OnFill に渡り、StrategyHandler に知らせの口が無い)
opp_gobacktest	p4-visible-at-step	P0-4	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""max_visible_close"": 103, ""visible_count"": 4}"	ok	"{""max_visible_close"": 103, ""visible_count"": 4}"	"{""max_visible_close"": 103.0, ""visible_count"": 4}"	T0 + 4 日の OnData で、戦略の Data().History() の件数と Price() の最大
opp_gobacktest	p4-received-time	P0-4	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""price101_delivered_at_ns"": 1700265600000000000, ""price101_visible_at_day2"": false, ""price101_visible_at_day4"": true}"	事象に受け取れる時刻を持たせる口が無い(Bar / Tick の時刻は Time() の 1 つ)
opp_gobacktest	p4-future-read-attempt	P0-4	capability	不一致	不一致	2 回の実行で同じ	ok	"{""every_attempt_stopped_by_error"": false, ""future_value_obtained"": true, ""raw"": {""attempts"": [{""form"": ""position"", ""means"": ""Data().Stream()[0]"", ""message"": """", ""raised"": null, ""returned"": 104}, {""form"": ""other"", ""means"": ""Data().List(\""X\"")"", ""message"": """", ""raised"": null, ""returned"": 4}]}}"	ok	"{""every_attempt_stopped_by_error"": false, ""future_value_obtained"": true, ""raw"": {""attempts"": [{""form"": ""position"", ""means"": ""Data().Stream()[0]"", ""message"": """", ""raised"": null, ""returned"": 104}, {""form"": ""other"", ""means"": ""Data().List(\""X\"")"", ""message"": """", ""raised"": null, ""returned"": 4}]}}"	"{""every_attempt_stopped_by_error"": true, ""future_value_obtained"": false}"	"T0 + 4 日の OnData で試した(戦略の Data() は DataHandler で、Stream() はまだ流れていない事象の列を返す): [position] Data().Stream()[0] -> 104 ; [other] Data().List(""X"") -> 4"
opp_gobacktest	p5-same-time-twice	P0-5	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""delivered_as_multiset"": [[""bar"", 1700092800000000000], [""funding"", 1700092800000000000], [""liquidation"", 1700092800000000000], [""trade"", 1700092800000000000]], ""follows_stated_rule"": true}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、約定・資金調達・清算 を渡す口が無い
opp_gobacktest	p5-hand-over-order	P0-5	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""every_run_delivers_each_once"": true, ""every_run_follows_stated_rule"": true, ""same_order_whatever_the_hand_over"": true}"	この道具の相場の事象の型は Bar(OHLCV)と Tick(買い気配と売り気配)の 2 つで、約定・資金調達・清算 を渡す口が無い
opp_gobacktest	p5-same-stream-order	P0-5	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""prices"": [101.0, 99.0, 100.0]}"	ok	"{""prices"": [101.0, 99.0, 100.0]}"	"{""prices"": [101.0, 99.0, 100.0]}"	同じ時刻の 3 本を Bar にして Data.SetStream(並べ替えない)、OnData の Price() の順
opp_gobacktest	p6-place-then-cancel	P0-6	value	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""open_at_call2"": 1, ""open_at_call3"": 0}"	戦略が出すのは向き(BOT / SLD)だけの Signal で、指値の注文・取消・未決の注文の読み出しの口が無い(Portfolio.OnSignal が成行の Order を作る、portfolio.go)
opp_gobacktest	p6-cancel-notice	P0-6	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""cancel_notice_received"": true}"	戦略が出すのは向き(BOT / SLD)だけの Signal で、指値の注文・取消・未決の注文の読み出しの口が無い(Portfolio.OnSignal が成行の Order を作る、portfolio.go)
opp_gobacktest	p6-fill-seen-by-strategy	P0-6	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""filled_qty_at_call3"": 1.0}"	ok	"{""filled_qty_at_call3"": 1.0}"	"{""filled_qty_at_call3"": 1.0}"	1 回目に買いの Signal(Size の既定の数量 1)、3 回目に Portfolio.IsInvested('X') の建玉の数量(注文から約定済み数量を読む口は無い)。{'invested': True, 'position': '{timestamp:{wall:0 ext:63835862400 loc:<nil>} symbol:X qty:1 qtyBOT:1 qtySLD:0 avgPrice:100 avgPriceNet:100 avgPriceBOT:100 avgPriceSLD:0 value:-100 valueBOT:100 valueSLD:0 netValue:-100 netValueBOT:100 netValueSLD:0 marketPrice:100 marketValue:100 commission:0 exchangeFee:0 cost:0 costBasis:100 realProfitLoss:0 unrealProfitLoss:0 totalProfitLoss:0}', 'read_at': 3}
opp_gobacktest	p7-fill-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_price"": 12345.0}"	約定の模型の口(Backtest.SetExchange の ExecutionHandler)はあるが、包みの外からは約定の値を決められない: Fill の値の欄 price は非公開で、公開の setter は SetDirection と SetQty だけ(fill.go)。試したこと: 包みの外に OnOrder で f.SetPrice(12345.0) を呼ぶ ExecutionHandler を書いて go build -> f.SetPrice undefined (type *gobacktest.Fill has no field or method SetPrice)(導入の記録)
opp_gobacktest	p7-latency-model-swap	P0-7	capability	対応なし	対応なし	2 回の実行で同じ	not_supported	null	not_supported	null	"{""fill_time_ns"": 1700006400007000000}"	遅延の模型の口が無い(Exchange.OnOrder は注文をその場で最新の値で埋める、execution.go)
opp_gobacktest	p7-cost-model-swap	P0-7	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fee"": 0.5}"	ok	"{""fee"": 0.5}"	"{""fee"": 0.5}"	Exchange.Commission に CommissionHandler(Calculate(qty, price))を差し込み、1 回目に買いの Signal(数量 1)。Fill.Commission() の合計。[{'account': False, 'commission': 0.5, 'cost': 0.5, 'fill_price': 100, 'fill_qty': 1, 'fill_ts': 1700092800000000000}]
opp_gobacktest	p7-cost-per-unit	P0-7	value	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""fee"": 0.75}"	ok	"{""fee"": 0.75}"	"{""fee"": 0.75}"	Exchange.Commission に CommissionHandler(Calculate(qty, price))を差し込み、1 回目に買いの Signal(数量 2)。Fill.Commission() の合計。[{'account': False, 'commission': 0.75, 'cost': 0.75, 'fill_price': 100, 'fill_qty': 2, 'fill_ts': 1700092800000000000}]
opp_gobacktest	p7-account-swap	P0-7	capability	正解と一致	正解と一致	2 回の実行で同じ	ok	"{""account_recorded_fill_qty"": [1.0]}"	ok	"{""account_recorded_fill_qty"": [1.0]}"	"{""account_recorded_fill_qty"": [1.0]}"	Backtest.SetPortfolio に、道具の Portfolio を包んで OnFill で受けた約定の数量を記録する PortfolioHandler を差し込んだ
