scene	viewpoint	kind	class_1	detail_1	digest_1	class_2	detail_2	digest_2	repro	secs_1	secs_2
i4-1-ref-taker	I4-1	値	結果なし	adapter: vectorbt 1.1.0: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	adapter: vectorbt 1.1.0: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	0.0	0.0
i4-1-ref-maker	I4-1	値	結果なし	adapter: vectorbt 1.1.0: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	adapter: vectorbt 1.1.0: 道具の中に、同じ入力を本体とは別に計算する独立の参照実装の口を探したが無い	-	結果なし	0.0	0.0
i4-2-grid	I4-2	値	不一致	場合 0: fills[0].size = 3.010839020473705(正解 3.0090336003135176)	c1877a2129fe	不一致	場合 0: fills[0].size = 3.010839020473705(正解 3.0090336003135176)	c1877a2129fe	2 回の実行で同じ	4.615	4.587
i4-3-e2e-taker	I4-3	値	結果なし	adapter: vectorbt 1.1.0: swap_daily_pct: 持ち越しの口を探したが無い(from_signals の引数に carry・funding・interest 無し) / 12 の指標を 1 つずつ出す口を探したが無い(Portfolio.stats は Total Return・Sharpe・Max Drawdown・Win Rate・Profit Factor・Expectancy・Avg Winning/Losing Trade [%] で、平均勝ち・負けの円・RR・手数料の合計は無い。外から与えた損益の列を受ける関数も無い)	-	結果なし	adapter: vectorbt 1.1.0: swap_daily_pct: 持ち越しの口を探したが無い(from_signals の引数に carry・funding・interest 無し) / 12 の指標を 1 つずつ出す口を探したが無い(Portfolio.stats は Total Return・Sharpe・Max Drawdown・Win Rate・Profit Factor・Expectancy・Avg Winning/Losing Trade [%] で、平均勝ち・負けの円・RR・手数料の合計は無い。外から与えた損益の列を受ける関数も無い)	-	結果なし	0.0	0.0
i4-3-e2e-maker	I4-3	値	結果なし	adapter: vectorbt 1.1.0: execution: from_signals に指値(値を決めて待つ注文)の口を探したが無い(portfolio/base.py 2048-2110 行の引数に limit・order_type 無し) / maker と taker で違う手数料: fees は 1 つの配列(注文の種類で分ける口が無い) / 12 の指標を 1 つずつ出す口を探したが無い(Portfolio.stats は Total Return・Sharpe・Max Drawdown・Win Rate・Profit Factor・Expectancy・Avg Winning/Losing Trade [%] で、平均勝ち・負けの円・RR・手数料の合計は無い。外から与えた損益の列を受ける関数も無い)	-	結果なし	adapter: vectorbt 1.1.0: execution: from_signals に指値(値を決めて待つ注文)の口を探したが無い(portfolio/base.py 2048-2110 行の引数に limit・order_type 無し) / maker と taker で違う手数料: fees は 1 つの配列(注文の種類で分ける口が無い) / 12 の指標を 1 つずつ出す口を探したが無い(Portfolio.stats は Total Return・Sharpe・Max Drawdown・Win Rate・Profit Factor・Expectancy・Avg Winning/Losing Trade [%] で、平均勝ち・負けの円・RR・手数料の合計は無い。外から与えた損益の列を受ける関数も無い)	-	結果なし	0.0	0.0
i4-4-plain	I4-4	値	正解と一致		14293724f86c	正解と一致		14293724f86c	2 回の実行で同じ	0.007	0.007
i4-4-fee	I4-4	値	正解と一致		bedd34db477e	正解と一致		bedd34db477e	2 回の実行で同じ	0.006	0.005
i4-5-fills	I4-5	値	結果なし	adapter: vectorbt 1.1.0: 入力はメモリ上の配列(close・open・high・low)で、ファイルを宣言で読む口・気配(buy は ask・sell は bid)・板の入力・実行記録・目的つきの書き出し・ダッシュボードを探したが無い	-	結果なし	adapter: vectorbt 1.1.0: 入力はメモリ上の配列(close・open・high・low)で、ファイルを宣言で読む口・気配(buy は ask・sell は bid)・板の入力・実行記録・目的つきの書き出し・ダッシュボードを探したが無い	-	結果なし	0.001	0.001
i4-5-outputs	I4-5	能力	結果なし	adapter: vectorbt 1.1.0: 入力はメモリ上の配列(close・open・high・low)で、ファイルを宣言で読む口・気配(buy は ask・sell は bid)・板の入力・実行記録・目的つきの書き出し・ダッシュボードを探したが無い	-	結果なし	adapter: vectorbt 1.1.0: 入力はメモリ上の配列(close・open・high・low)で、ファイルを宣言で読む口・気配(buy は ask・sell は bid)・板の入力・実行記録・目的つきの書き出し・ダッシュボードを探したが無い	-	結果なし	0.001	0.001
i4-6-label	I4-6	値	結果なし	adapter: vectorbt 1.1.0: 入力はメモリ上の配列(close・open・high・low)で、ファイルを宣言で読む口・気配(buy は ask・sell は bid)・板の入力・実行記録・目的つきの書き出し・ダッシュボードを探したが無い	-	結果なし	adapter: vectorbt 1.1.0: 入力はメモリ上の配列(close・open・high・low)で、ファイルを宣言で読む口・気配(buy は ask・sell は bid)・板の入力・実行記録・目的つきの書き出し・ダッシュボードを探したが無い	-	結果なし	0.001	0.001
